PredictedSales
306003284.40844905
308942504.4551509
307530462.2602469
308820527.601003
293484302.2308878
310141830.5776133
313925882.23296237
291510534.8555169
320911711.3806933
287343009.7083887
307507503.21474206
321142057.5358797
320977130.3046862
315658926.7091508
311884718.7931759
300739467.2289419
304106643.6675396
292073157.47771245
320410844.4256074
316055805.96452177
314930603.27979493
312367864.419415
297050806.5868319
301364191.1065548
314092347.8915068
311624027.3263188
314923342.53883016
309180750.5421399
307723375.84736866
300791450.84382993
316575569.6706503
316997356.7198004
290864177.6342405
309989994.1866929
306415576.8274522
320055849.3564017
301806511.85251415
309070291.4893829
306974729.0788699
308909133.37360084
287919269.28198546
315755302.159865
298596819.23377824
301778599.0395159
315135882.5101111
320864383.0722759
285693190.2712013
298655240.84150815
309873596.8867421
307142690.4661117
293677934.047256
319086345.33801913
302474807.51768315
291261858.7289111
305450121.1741142
297724717.9206715
306322147.57540184
291652707.25051576
313827427.7423534
321556983.5469494
310599059.40595084
304606848.43975544
307845829.5525505
297396613.95758265
311484880.3785968
290760196.6113276
303506012.32405746
320852960.2411435
313949404.1388946
306629628.8671007
303432243.06874907
288880375.10120636
307708645.14334303
292463363.6907317
310044068.003055
309944177.02519715
316782259.814897
291974025.5318083
316354806.2397346
296683320.0195057
311905479.47383666
318923377.4519699
325211190.4445347
302546613.9768653
302643603.6224891
291643045.9232254
312824101.38753563
305375813.1965856
298407565.53095704
316673482.2331583
292656525.5524114
312426464.17317283
302059253.9586265
301728681.77010494
314981440.6603235
297479705.5955735
295374951.30163354
294292905.93558496
285332904.16783655
303101884.15562606
295846322.7981938
287644296.2220314
300434148.7202088
298577858.0355839
309788454.96447563
293109012.2030521
283049215.64184105
312563461.76186526
316887481.6309448
311289394.6830761
297971446.71799874
319559310.0140695
306605000.0906756
308420068.8055858
288538601.3404264
304873635.3579504
284721417.6161309
323302415.22527546
301897070.44598985
306344639.2704728
317753085.68829954
306373722.8357794
306334503.6257794
293780319.95085514
302619901.18408406
304568339.2408576
299327646.6960489
308937388.5408397
319590792.97634274
303898025.5702182
310025964.9304785
303728480.1001409
306111805.7338659
300332364.3566037
300146363.4438911
319510010.3710435
306233306.4204263
293081139.37494725
311909715.0386228
307265160.40408874
315011665.83646643
323796759.25021154
306257368.1371053
322878477.7846117
305991445.1268507
295331829.6940504
317980401.5390277
302776392.6114522
312459129.0640088
313596759.8423671
288300680.2644891
301779773.6436044
304204342.4598997
320812944.0622358
310949524.0924754
301301504.7894624
301333098.98040843
310009796.81368417
316530741.0833833
304763208.0650237
324766691.8823048
303513192.86901796
309874333.8646576
319522860.86325175
304610103.05795205
313635987.3039114
294363541.75699645
309003588.6351646
304018175.58755857
307641504.80508274
306293686.4887705
300671632.7417347
286254307.6755609
310635885.6527263
315102300.4866511
284642895.6716276
314023605.0072513
293882489.33052677
318333087.26798797
313253182.1259929
308188069.0316838
310430053.7412954
316631024.28363365
303743688.4827408
322920991.13961715
304399553.0085354
307948542.4682549
283180227.64417785
316970321.900418
299090544.12520486
317311006.0012194
304405086.3366739
308254634.37540764
295612272.5815034
306805767.8078793
310520528.19786626
300208163.10585785
310911839.380206
308507779.02138925
299502422.01271045
296777424.98386806
300928410.0786431
308348998.4860023
325313094.48348635
306681447.6311722
323174621.18509966
292297765.2316285
302017814.27418
305152431.3015101
318459213.2402822
316855371.0696471
316436844.6524141
314335469.9932919
316208817.68732494
289721623.5031784
289958970.0079205
295232828.0284052
297314096.1773329
285166405.4608239
320151637.32701707
304922794.69099206
313369235.5494163
308207485.5435013
311285049.47939986
295170808.1883742
315867517.17699414
300731964.5446066
298806708.708217
304700982.0902765
304346789.47631955
310033546.03047776
304002659.67529744
310827328.9359876
325341333.86680937
313405604.9973613
302196822.4357512
304263694.1651129
316114260.48722684
292837946.979265
309711446.51234
296786915.46097904
307670171.01419586
291094357.9775366
319050731.8220829
301965605.0681188
305652364.08934027
294795424.04046685
325156415.2011509
297891615.53548473
303690873.3177915
303813960.17374486
299272922.90921587
316625115.3582874
305283374.03647554
298968827.01508105
311680168.36981714
306708246.9629071
310946592.3166859
298944527.94135374
300005413.02175325
300114609.6801382
303667338.1737701
300232076.77456456
316319290.4306828
310855705.471446
300700115.6929614
291146997.68223274
322059965.4041022
314268252.4730744
301045547.5076901
308029137.2529199
287919290.27908874
320588106.00002134
284504443.0374087
291926759.8462075
288710171.05855745
310396707.83650005
313051979.2097962
310174682.5628366
319337934.3700881
294763820.3445665
295650296.82597584
309426311.26355183
296105608.3319996
319584794.8616515
313652756.1737979
299887706.54839903
290608199.35600734
305524280.7535265
292430531.7785175
317616052.57803935
297560809.59078723
315490727.48220813
315140673.5954003
306172179.08881384
306420369.74978215
304631697.83885956
299394507.11637783
296780520.6121689
305205380.13208634
